product_id	product_name	product_class	category hierarchy	product_description	product_features	rating_count	average_rating	review_count
700	2 - drawer end table	End Tables	Furniture / Living Room Furniture / Coffee Tables & End Tables / End & Side Tables		basetype:4 legs|overallwidth-sidetoside:11.81|levelofassembly : partial assembly|topmanufacturedwoodtype : mdf|dssecondaryproductstyle : transitional traditional|basematerial : solid wood|topcolor : black|additionaltoolsrequirednotincluded : screw driver|warrantylength:6 months|tabletopthickness:1.5|topmaterial : solid + manufactured wood|topshape : rectangular|overallproductweight:31|basecolor : black|overallheight-toptobottom:24|weightcapacity:80|overalldepth-fronttoback:23.6|dsprimaryproductstyle : traditional|estimatedtimetosetup:20|numberofshelves:1|suggestednumberofpeopleforassemblyinstall:1|numberofdrawers:2|softcloseorselfclosedrawers : no|iso14001certified : no|glossfinish : no| : no|scscertified : no|shagreen-embossedexterior : no|adacompliant : no|canadaproductrestriction : no|iso14000certified : no|magazinerack : no|warpresistant : no|outdooruse : no|ullisted : no|gsaapproved : no|trunkstorage : no|calgreencompliant : no|taacompliant : no|wheelsincluded : no|lighted : no|cabinetsincluded : no|compositewoodproductcwp : no|generalcertificateofconformitygcc : no|mirrored : no|traytop : no|iso9001certified : no|wroughtiron : no|adjustableheight : no|integratedtechnology : no|dovetailjoints : no|feltlineddrawers : no|largesttable : no|set : no|stainresistant : no|scratchresistant : no|foldable : no|firerated : no|iso9000certified : no|qiwirelesschargingproductcertification : no|ista1acertified : no|shelving : yes|drawersincluded : yes|productwarranty : yes|storageincluded : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|drawer : yes|ista3aor6acertified : yes|avoidpowertools : yes|adultassemblyrequired : yes|shelvesincluded : yes|commercialwarranty : yes|countryoforigin-additionaldetails : china|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	2.0	2.5	2.0
701	stingley velvet parsons chair	Accent Chairs|Dining Chairs	Furniture / Kitchen & Dining Furniture / Dining Tables & Seating / Kitchen & Dining Chairs		maincolor : coffee|maincolor : red|dsprimaryproductstyle : modern|overallproductweight:24.8|seatwidth-sidetoside:20|maincolor : green|maincolor : navy|overalldepth-fronttoback:18|durability : rust resistant|upholsteryfillmaterial : foam|upholsterymaterial : velvet|manufacturedwoodtype : mdf|maincolor : dark gray|overallwidth-sidetoside:22|mainmaterial : iron|overallheight-toptobottom:30.30|maincolor : gray|dswoodtone : light wood|mainmaterial : solid + manufactured wood|maincolor : blue|durability : scratch resistant|seatheight-floortoseat:18|producttype : parsons chair|weightcapacity:220|seatdepth-fronttoback:17.30|warrantylength:6 months|dssecondaryproductstyle : mid-century modern|levelofassembly : full assembly needed|backstyle : solid back|numberofchairsincluded:2|tuftedupholstery : no|canadaproductrestriction : no|organic : no|armsincluded : no|foldable : no|swivel : no|wheelsincluded : no|customproduct : no|arms : no|containsflameretardantmaterials : no|compositewoodproductcwp : no|nailheadtrim : no| : no|stackable : no|chairsincluded : yes|doublerubtested : yes|upholstered : yes|productwarranty : yes|adultassemblyrequired : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|commercialwarranty : yes|countryoforigin-additionaldetails : china|legmaterial : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
702	stidham tufted velvet parsons chair	Accent Chairs|Dining Chairs	Furniture / Kitchen & Dining Furniture / Dining Tables & Seating / Kitchen & Dining Chairs	modern style , leading the trend of fashion and comfort . suitable for restaurants , cafes , taverns , offices , living rooms , reception rooms .	seatwidth-sidetoside:18.25|dssecondaryproductstyle : mid-century modern|supplierintendedandapproveduse : non residential use|overalldepth-fronttoback:19.69|numberofchairsincluded:4|maincolor : pink|overallproductweight:44.09|maincolor : blue|manufacturedwoodtype : mdf|seatdepth-fronttoback:19.69|dswoodtone : light wood|mainmaterial : iron|mainmaterial : solid + manufactured wood|levelofassembly : partial assembly|overallheight-toptobottom:34.25|producttype : parsons chair|upholsterymaterial : velvet|warrantylength:6 months|weightcapacity:330|dsprimaryproductstyle : modern|overallwidth-sidetoside:18.5|seatheight-floortoseat:17.32|durability : rust resistant|upholsteryfillmaterial : foam|backstyle : solid back|durability : scratch resistant|armsincluded : no|nfpacompliant : no|ansibifmax51officeseating : no|firerated : no| : no|gsaapproved : no|calgreencompliant : no|wheelsincluded : no|arms : no|stackable : no|taacompliant : no|containsflameretardantmaterials : no|canadaproductrestriction : no|caltb117-2013compliant : no|compositewoodproductcwp : no|customproduct : no|swivel : no|organic : no|foldable : no|nailheadtrim : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|commercialwarranty : yes|upholstered : yes|productwarranty : yes|chairsincluded : yes|adultassemblyrequired : yes|tuftedupholstery : yes|doublerubtested : yes|countryoforigin-additionaldetails : china|legmaterial : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
703	stiefel velvet parsons chair	Accent Chairs|Dining Chairs	Furniture / Kitchen & Dining Furniture / Dining Tables & Seating / Kitchen & Dining Chairs	modern style , leading the trend of fashion and comfort . suitable for restaurants , cafes , taverns , offices , living rooms , reception rooms .	upholsteryfillmaterial : foam|durability : scratch resistant|legcolor : light brown|seatwidth-sidetoside:17.32|maincolor : black|maincolor : blue|seatdepth-fronttoback:16.14|overallwidth-sidetoside:17.32|mainmaterial : solid + manufactured wood|producttype : parsons chair|mainmaterial : iron|overallheight-toptobottom:33.66|overallproductweight:44.09|upholsterymaterial : velvet|levelofassembly : partial assembly|backstyle : solid back|overalldepth-fronttoback:22.4|warrantylength:6 months|dswoodtone : light wood|weightcapacity:330|manufacturedwoodtype : mdf|durability : rust resistant|seatheight-floortoseat:18.5|supplierintendedandapproveduse : non residential use|numberofchairsincluded:4|dsprimaryproductstyle : modern|dssecondaryproductstyle : mid-century modern|nfpacompliant : no|caltb117-2013compliant : no|compositewoodproductcwp : no|arms : no|nailheadtrim : no|wheelsincluded : no|stackable : no|canadaproductrestriction : no|ansibifmax51officeseating : no|foldable : no|armsincluded : no|tuftedupholstery : no|organic : no|customproduct : no|containsflameretardantmaterials : no|gsaapproved : no|taacompliant : no|calgreencompliant : no| : no|firerated : no|swivel : no|upholstered : yes|doublerubtested : yes|chairsincluded : yes|adultassemblyrequired : yes|productwarranty : yes|commercialwarranty : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|countryoforigin-additionaldetails : china|legmaterial : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	1.0	5.0	0.0
704	3 - drawer solid wood nightstand in light brown	Nightstands	Furniture / Bedroom Furniture / Nightstands	give your bedroom the furniture it deserves with the nightstand . a forever favorite you ’ ll love having in your home day after day and night after night .	dssecondaryproductstyle : transitional traditional|drawerglidemechanism : wood slide|warrantylength:6 months|overalldepth-fronttoback:17.3|levelofassembly : partial assembly|overallwidth-sidetoside:27.3|framematerial : solid wood|overallproductweight:58.42|framewoodspecies : pine|numberofdrawers:3|topmaterial : solid wood|overallheight-toptobottom:26|color : light brown|countryoforigin-additionaldetails : product of vietnam|topwoodspecies : pine|dsprimaryproductstyle : traditional|doorsincluded : no|shelving : no|mirrored : no|cablemanagement : no|bachelorschest : no|feltlineddrawers : no| : no|removablehandle : no|shelvingincluded : no|shagreen-embossedexterior : no|integratedtech : no|floatingshelf : no|compositewoodproductcwp : no|glossfinish : no|softcloseorselfclosedrawerglides : no|lightingincluded : no|upholstered : no|canadaproductrestriction : no|generalcertificateofconformitygcc : yes|drawersincluded : yes|legs : yes|drawers : yes|adultassemblyrequired : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|commercialwarranty : yes|cpsiacompliant : yes|productwarranty : yes|adacompliant : yes|handleaccentmaterial : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation	7.0	4.5	7.0
705	gurnee block coffee table with storage		Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables	crafted with solid wood and reinforced steel part , this coffee table strikes a rectangular silhouette featuring a thick frame , smooth sliding barn door . the partitioned lower shelf is great for housing baskets of toys or fanning out issues of your favorite magazines . also , it is large enough to use as a tv stand .	basecolor : espresso|topwoodspecies : pine|overalllength-endtoend:48.02|topshape : rectangular|weightcapacity:165|dsprimaryproductstyle : country / farmhouse|basematerial : iron|topmaterial : solid wood|overallheight-toptobottom:19|topcolor : espresso|levelofassembly : full assembly needed|producttype : coffee table|dssecondaryproductstyle : modern farmhouse|warrantylength:6 months|overalldepth-fronttoback:26.38|basetype : block|overallproductweight:88.18|topmanufacturedwoodtype : mdf|numberoftablesincluded:1|numberofcabinets:2|numberofshelves:2| : no|upholstered : no|wheelsincluded : no|drawersincluded : no|queenannelegs : no|compositewoodproductcwp : no|smallesttable : no|trunkstorage : no|lifttop : no|glossfinish : no|traytop : no|extendable : no|plug-in : no|canadaproductrestriction : no|integratedwirelesschargingsurface : no|built-inlighting : no|drawers : no|stoolsincluded : no|stool : no|folding : no|firerated : no|mirrored : no|taacompliant : yes|productwarranty : yes|adultassemblyrequired : yes|storageincluded : yes|shelvesincluded : yes|hiddenstoragecompartment : yes| : yes|stainresistant : yes|cabinetsincluded : yes|scratchresistant : yes|scscertified : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|cabinets : yes|commercialwarranty : yes|shelving : yes|countryoforigin-additionaldetails : china|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
706	nordquist folding parsons chair	Dining Chairs	Furniture / Kitchen & Dining Furniture / Dining Tables & Seating / Kitchen & Dining Chairs	modern style , leading the trend of fashion and comfort .	dssecondaryproductstyle : mid-century modern|overalldepth-fronttoback:20.87|legcolor : beige|upholsteryfillmaterial : foam|overallwidth-sidetoside:18.11|legmaterial : manufactured wood|overallproductweight:18|durability : stain resistant|seatwidth-sidetoside:16.3|backstyle : solid back|seatheight-floortoseat:16.5|maincolor : white|mainmaterial : plastic|durability : scratch resistant|maincolor : black|countryoforigin-additionaldetails : made in china|durability : rust resistant|dsprimaryproductstyle : modern|seatdepth-fronttoback:20.87|levelofassembly : full assembly needed|mainwoodjoinerymethod : basic butt|overallheight-toptobottom:32.28|maincolor : light gray|producttype : parsons chair|warrantylength:6 months|maincolor : light blue|manufacturedwoodtype : plywood/laminate board|weightcapacity:265|durability : water resistant|numberofchairsincluded:2|generalcertificateofconformitygcc : no|taacompliant : no|doublerubtested : no|commercialwarranty : no|canadaproductrestriction : no|organic : no| : no|stackable : no|swivel : no|wheelsincluded : no|gsaapproved : no|foldable : no|arms : no|scscertified : no|armsincluded : no|kiln-driedwood : no|containsflameretardantmaterials : no|firerated : no|compositewoodproductcwp : no|productwarranty : yes|chairsincluded : yes| : yes|waterresistant : yes|ansibifmax51officeseating : yes|calgreencompliant : yes|ansibifmax54loungepublicseating : yes|adultassemblyrequired : yes|nfpacompliant : yes|upholstered : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|countryoforigin : china|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
707	orton solid wood tv stand for tvs up to 65 ''	TV Stands & Entertainment Centers	Furniture / Living Room Furniture / TV Stands & Media Storage Furniture / TV Stands & Entertainment Centers	manage all of your entertainment and media needs with sophisticated style with this wood tv unit . complete with compartments throughout , it comes in a natural finish that highlights the beauty of the mixed materials . this media cabinet is ideal for use in the living room .	levelofassembly : full assembly needed|dsprimaryproductstyle : lodge|producttype : tv stand|color : brown|numberofinteriorshelves:0|design : cabinet/enclosed storage|dssecondaryproductstyle : mountain lodge|tvstanddepth-fronttoback:17.7|weightcapacityshell:250-300|warrantylength:6 months|tvstandoverallheight-toptobottom:20.5|overallproductweight:80.3|interiorshelfmaterial : wood|material : solid wood|weightcapacity:300|woodspecies : sheesham|maximumtvscreensizeaccommodated:65 '' |tvstandwidth-sidetoside:57.9|numberofcabinets:2|plug-in : no|built-inlighting : no|glossfinish : no|wheelsincluded : no|tipoverrestraintdeviceincluded : no|integratedtvmount : no|adjustableshelving : no|compositewoodproductcwp : no|openstorage : no|swivelmount : no|liftmechanism : no|mirrored : no|entertainmentcenter : no|canadaproductrestriction : no|fireplaceincluded : no|drawersincluded : no|soundbarshelf : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|commercialwarranty : yes|csacertified : yes|cablemanagement : yes|generalcertificateofconformitygcc : yes|legs : yes|gsaapproved : yes|shelving : yes|tvstand : yes|cabinetsincluded : yes|installationrequired : yes|adacompliant : yes|barndoor : yes|cabinets : yes|adultassemblyrequired : yes|productwarranty : yes|countryoforigin-additionaldetails : china|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
708	baycroft tufted velvet side chair	Dining Chairs	Furniture / Kitchen & Dining Furniture / Dining Tables & Seating / Kitchen & Dining Chairs		mainmaterialdetails : velvet|overallproductweight:25|maincolor : pink|overallheight-toptobottom:29.13|overallwidth-sidetoside:19.09|upholsteryfillmaterial : foam|countryoforigin-additionaldetails : made in china|dssecondaryproductstyle : contemporary glam|dsprimaryproductstyle : glam|maincolor : blue|warrantylength:1 year|seatwidth-sidetoside:18.11|upholsterymaterial : velvet|mainmaterial : upholstered|durability : rust resistant|weightcapacity:250|producttype : side chair|seatheight-floortoseat:18.5|seatdepth-fronttoback:16.34|mainwoodjoinerymethod : basic butt|backstyle : solid back|maincolor : grey|levelofassembly : partial assembly|legcolor : light brown|overalldepth-fronttoback:21.06|durability : stain resistant|numberofchairsincluded:2|wheelsincluded : no|compositewoodproductcwp : no|gsaapproved : no|caltb117-2013compliant : no|foldable : no|organic : no|kiln-driedwood : no|firerated : no|scscertified : no|oeko-texcertified : no|arms : no|nfpacompliant : no|caltb116compliant : no|doublerubtested : no| : no|taacompliant : no|uniformpackagingandlabelingregulationsuplrcompliant : no|containsflameretardantmaterials : no|canadaproductrestriction : no|swivel : no|nailheadtrim : no|armsincluded : no|stackable : no|ansibifmax54loungepublicseating : no|ansibifmax51officeseating : yes|generalcertificateofconformitygcc : yes|upholstered : yes|chairsincluded : yes|adultassemblyrequired : yes|productwarranty : yes|calgreencompliant : yes|commercialwarranty : yes|tuftedupholstery : yes|countryoforigin : china|legmaterial : metal|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
709	kutsi 76.6 '' h x 31.5 '' w iron etagere bookcase	Bookcases	Furniture / Living Room Furniture / Bookcases	a vertical post design frame , which has a metal framework with a black finish . the modern lines of this shelf pair beautifully with contemporary settings and will look right at home in a modern living room or bedroom . the shelves appear to float within the frame , giving it a lightweight look that allows your decor to shine .	levelofassembly : partial assembly|shelfmaterial : wood|shelfwidth-sidetoside:31.5|overallwidth-sidetoside:31.5|dssecondaryproductstyle : contemporary industrial|dswoodtone : light wood|shelfweightcapacity:220|numberofshelftiers:5|dsprimaryproductstyle : industrial|overalldepth-fronttoback:16.5|backpanel : open|overallproductweight:62.3|distancebetweenshelves:19|overallheight-toptobottom:76.6|framematerial : iron|color : gold|orientation : vertical|shelfdepth-fronttoback:6.5|producttype : etagere|warrantylength:1 year|folding : no|energypolicyact1992compliant : no| : no|taacompliant : no|fabricbins : no|drawers : no|lightingincluded : no|bifmahcf8.1-healthcarefurnituredesign : no|canadaproductrestriction : no|ansisohos65smallofficehomeoffice : no|cpsc-16cfr1303compliant : no|uniformpackagingandlabelingregulationsuplrcompliant : no|gsaapproved : no|finishedback : no|cablemanagement : no|kiln-driedwood : no|adjustableshelves : no|commercialwarranty : no|csacertified : no|drawersincluded : no|compositewoodproductcwp : no|doorsincluded : no|generalcertificateofconformitygcc : no|laceyactcompliant : no|calgreencompliant : no|firerated : no|scscertified : no|tipoverrestraintdeviceincluded : no|fabricbinsincluded : no|ansibifmax56panelsystems : no|adultassemblyrequired : yes|scratchresistant : yes|cullisted : yes|shelves : yes|chipresistant : yes|freestanding : yes|productwarranty : yes|ullisted : yes|roomdivider : yes|fullorlimitedwarranty : limited|purposefuldistressingtype : no distressing|supplierintendedandapproveduse : residential use|naturalvariationtype : no natural variation			
710	addis 23 '' white table lamp	Table Lamps	Lighting / Table & Floor Lamps / Table Lamps	this rectangular pearlescent table lamp uses a textured motif in a solid acrylic base to introduce a new kind of personality to your decor . built around a cream color drum shade in a matching squared shape , it adds a sense of dimension to tabletops with a neo-classical twist . this lamp is ideal for side tables and entryways in transitional homes .	warrantylength:90 days|theme : no theme|cordlength-endtoend:47|countryoforigin-additionaldetails : product of china|shadecolor : beige|settype : single|basematerial : concrete|maximumwattageperbulb:60|producttype : standard|overalldepth-fronttoback:14|overallwidth-sidetoside:8|dry , damporwetlocationlisted : dry|shadematerial : linen|voltage:120|whatisullisted : the underwriters laboratories ( ul ) is an independent product safety certification organization that provides products with dry , damp , or wet location ratings.|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|bulbbase : e26/medium ( standard ) |basecolor : white|overallheight-toptobottom:23|overallproductweight:4.4|shadeshape : rectangular|dssecondaryproductstyle : contemporary glam|dsprimaryproductstyle : glam|numberoflights:1|dimmable : no|energypolicyact1992compliant : no|csalistedforusa : no|cpsiacompliant : no| : no|csacertified : no|ul2108listed : no|firerated : no|canadaproductrestriction : no|adjustableextension : no|integratedled : no|children ’ sproductcertificatecpc : no|built-inoutlet : no|built-inwirelesscharger : no|metlisted : no|switchincluded : no|safetydatasheetforhazardousmaterials : no|csalistedforcanada : no|washington19260gslcompliant : no|bulbincluded : no|etllisted : no|built-inusbport : no|iso14000certified : no|cetllisted : no|nevadar100-19gslcompliant : no|architectlamp : no|batteriesincluded : no|smartenabled : no|taacompliant : no|swingarm : no|batteryoperated : no|title24compliant : no|bulbnotincludedbutrequired : no|shadeincluded : yes|cullisted : yes|calgreencompliant : yes|productwarranty : yes|cord : yes|adultassemblyrequired : yes|shade : yes|commercialwarranty : yes|cordincluded : yes|ullisted : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|title20-californiacodeofregulations : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use	1.0	5.0	1.0
711	adéla 22.5 '' white table lamp	Table Lamps	Lighting / Table & Floor Lamps / Table Lamps	this round pearlescent table lamp is made with an acrylic base that 's delicately textured to bring out its uniqueness . each is crafted with a cool cream drum shade that is wide enough to make it feel like a presence on any tabletop . this lamp is an instant favorite for transitional decor , not to mention a standout piece for vintage-inspired homes .	fabrictype:100 % linen|maximumwattageperbulb:60.00|shadematerial : linen|warrantylength:90 days|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|bulbbase : e26/medium ( standard ) |dssecondaryproductstyle : contemporary glam|overallheight-toptobottom:22.5|baseshape : round|overalldepth-fronttoback:15|cordlength-endtoend:47|overallproductweight:6.6|basecolor : white|dsprimaryproductstyle : glam|dry , damporwetlocationlisted : dry|settype : single|producttype : standard|countryoforigin-additionaldetails : product of china|overallwidth-sidetoside:15|whatisullisted : the underwriters laboratories ( ul ) is an independent product safety certification organization that provides products with dry , damp , or wet location ratings.|theme : no theme|basematerial : concrete|shadecolor : beige|voltage:120|shadeshape : drum|numberoflights:1|title24compliant : no|nevadar100-19gslcompliant : no|washington19260gslcompliant : no|iso14000certified : no|etllisted : no|csacertified : no|integratedled : no|csalistedforusa : no|metlisted : no|taacompliant : no|csalistedforcanada : no|architectlamp : no|dimmable : no|batteryoperated : no|ul2108listed : no|adjustableextension : no|canadaproductrestriction : no|firerated : no|switchincluded : no|energypolicyact1992compliant : no|safetydatasheetforhazardousmaterials : no|children ’ sproductcertificatecpc : no|batteriesincluded : no|bulbnotincludedbutrequired : no|swingarm : no| : no|built-inwirelesscharger : no|smartenabled : no|built-inoutlet : no|cetllisted : no|built-inusbport : no|cpsiacompliant : no|bulbincluded : no|shade : yes|calgreencompliant : yes|ullisted : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|cord : yes|adultassemblyrequired : yes|cordincluded : yes|productwarranty : yes|shadeincluded : yes|title20-californiacodeofregulations : yes|cullisted : yes|commercialwarranty : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use			
712	adells 23 '' white table lamp	Table Lamps	Lighting / Table & Floor Lamps / Table Lamps	this marble cone lamp uses a bold tapered marble base motif and brass tone metal trim to create a clean contemporary look . topped with a matching white cylinder shade , this lamp uses a minimal color palette to bring out the beauty of its profile . it 's an elegant and yet subtle addition to side tables , dining areas , and more .	basecolor : white|theme : no theme|overalldepth-fronttoback:12|dssecondaryproductstyle : contemporary glam|settype : single|overallwidth-sidetoside:12|dry , damporwetlocationlisted : dry|warrantylength:90 days|fabrictype:100 % linen|producttype : standard|shadeshape : drum|cordlength-endtoend:47|countryoforigin-additionaldetails : product of china|overallheight-toptobottom:23|shadecolor : white|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|dsprimaryproductstyle : glam|maximumwattageperbulb:60.00|bulbbase : e26/medium ( standard ) |whatisullisted : the underwriters laboratories ( ul ) is an independent product safety certification organization that provides products with dry , damp , or wet location ratings.|overallproductweight:10.3|shadematerial : linen|basematerial : marble|voltage:120|numberoflights:1|built-inusbport : no|dimmable : no|batteriesincluded : no|architectlamp : no|adjustableextension : no|taacompliant : no|batteryoperated : no|built-inwirelesscharger : no|washington19260gslcompliant : no|iso14000certified : no|csacertified : no|ul2108listed : no| : no|cetllisted : no|smartenabled : no|nevadar100-19gslcompliant : no|csalistedforcanada : no|swingarm : no|children ’ sproductcertificatecpc : no|firerated : no|etllisted : no|cpsiacompliant : no|csalistedforusa : no|metlisted : no|title24compliant : no|bulbincluded : no|integratedled : no|built-inoutlet : no|canadaproductrestriction : no|switchincluded : no|energypolicyact1992compliant : no|safetydatasheetforhazardousmaterials : no|bulbnotincludedbutrequired : no|shadeincluded : yes|calgreencompliant : yes|adultassemblyrequired : yes|commercialwarranty : yes|ullisted : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|shade : yes|productwarranty : yes|title20-californiacodeofregulations : yes|cullisted : yes|cord : yes|cordincluded : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use			
713	adelphi 25.5 '' cream table lamp	Table Lamps	Lighting / Table & Floor Lamps / Table Lamps	a tall cylinder table lamp with a minimal approach to style , this piece is made from glass with a textured multi-color motif . each comes paired with an oatmeal tone a-line drum shade that 's expertly paired to maximize visual impact . it 's perfect for adding a subtle touch to contemporary and modern decorative motifs .	maximumwattageperbulb:60.00|basematerial : concrete|theme : no theme|whatisullisted : the underwriters laboratories ( ul ) is an independent product safety certification organization that provides products with dry , damp , or wet location ratings.|shadeshape : drum|dssecondaryproductstyle : contemporary glam|dry , damporwetlocationlisted : dry|basecolor : cream|overallheight-toptobottom:25.5|countryoforigin-additionaldetails : product of china|shadematerial : linen|warrantylength:90 days|overallwidth-sidetoside:13|voltage:120|shadecolor : beige|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|cordlength-endtoend:47|dsprimaryproductstyle : glam|overalldepth-fronttoback:13|bulbbase : e26/medium ( standard ) |settype : single|fabrictype:100 % linen|producttype : standard|overallproductweight:8.1|numberoflights:1|dimmable : no|cetllisted : no|firerated : no|energypolicyact1992compliant : no|switchincluded : no|ul2108listed : no|nevadar100-19gslcompliant : no|bulbincluded : no|cpsiacompliant : no|built-inoutlet : no|iso14000certified : no|adjustableextension : no|canadaproductrestriction : no|metlisted : no|etllisted : no|title24compliant : no|csacertified : no|washington19260gslcompliant : no|integratedled : no|taacompliant : no|csalistedforusa : no|csalistedforcanada : no|batteryoperated : no|built-inwirelesscharger : no|smartenabled : no|bulbnotincludedbutrequired : no|safetydatasheetforhazardousmaterials : no|swingarm : no| : no|built-inusbport : no|architectlamp : no|children ’ sproductcertificatecpc : no|batteriesincluded : no|shadeincluded : yes|adultassemblyrequired : yes|cullisted : yes|shade : yes|calgreencompliant : yes|title20-californiacodeofregulations : yes|commercialwarranty : yes|cordincluded : yes|cord : yes|ullisted : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|productwarranty : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use			
714	adelphie 28.5 '' white table lamp	Table Lamps	Lighting / Table & Floor Lamps / Table Lamps	this single marble and acrylic table lamp uses a set of cylinders to create a lightweight modern profile . by using a white marble piece with a clear accent and round base , this lamp takes simple forms and gives them an elegant new direction , one that attracts the eye and enhances decor . add its white drum shade and you have the ideal look for living rooms , bedrooms , and more .	overallwidth-sidetoside:15|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( direct exposure to water ) .|overallproductweight:19.4|shadematerial : linen|overalldepth-fronttoback:15|producttype : standard|cordlength-endtoend:47|baseshape : round|whatisullisted : the underwriters laboratories ( ul ) is an independent product safety certification organization that provides products with dry , damp , or wet location ratings.|dry , damporwetlocationlisted : dry|warrantylength:90 days|maximumwattageperbulb:60.00|countryoforigin-additionaldetails : product of china|shadecolor : white|shadeshape : drum|settype : single|theme : no theme|bulbbase : e26/medium ( standard ) |dsprimaryproductstyle : glam|fabrictype:100 % linen|overallheight-toptobottom:28.5|basecolor : white|voltage:120|dssecondaryproductstyle : contemporary glam|basematerial : marble|numberoflights:1|washington19260gslcompliant : no|etllisted : no|bulbnotincludedbutrequired : no|taacompliant : no|built-inusbport : no|cpsiacompliant : no|energypolicyact1992compliant : no|smartenabled : no|built-inoutlet : no|csalistedforusa : no|csalistedforcanada : no|adjustableextension : no|bulbincluded : no|batteriesincluded : no|csacertified : no|title24compliant : no|integratedled : no|dimmable : no| : no|switchincluded : no|safetydatasheetforhazardousmaterials : no|canadaproductrestriction : no|batteryoperated : no|architectlamp : no|swingarm : no|built-inwirelesscharger : no|nevadar100-19gslcompliant : no|children ’ sproductcertificatecpc : no|metlisted : no|iso14000certified : no|ul2108listed : no|firerated : no|cetllisted : no|cullisted : yes|cord : yes|uniformpackagingandlabelingregulationsuplrcompliant : yes|commercialwarranty : yes|shadeincluded : yes|title20-californiacodeofregulations : yes|productwarranty : yes|adultassemblyrequired : yes|shade : yes|calgreencompliant : yes|ullisted : yes|cordincluded : yes|fullorlimitedwarranty : limited|supplierintendedandapproveduse : residential use			
